OrderID,CustomerID,ProductID,Quantity,Price,OrderDate
6044,C1513,P051,5,731.08,2025-02-10
6045,C3966,P085,3,96.51,2024-12-22
6046,C3564,P030,3,1102.03,2025-01-18
6047,C1770,P085,2,96.51,2024-07-21
6048,C1573,P006,1,1620.52,2024-04-08
6049,C3683,P099,1,1677.0,2024-05-10
6050,C1343,P025,2,317.62,2024-05-16
6051,C4718,P002,3,1129.61,2024-06-17
6051,C4718,P024,1,1321.14,2024-06-17
6052,C0689,P036,2,146.93,2024-10-16
6053,C0122,P001,1,1466.83,2024-07-05
6053,C0122,P014,3,1042.76,2024-07-05
6054,C0843,P036,3,146.93,2024-05-18
6054,C0843,P078,5,28.99,2024-05-18
6055,C0251,P024,2,1321.14,2024-07-13
6056,C2803,P053,2,452.77,2024-07-17
6057,C4261,P070,2,1614.34,2024-12-18
6058,C2421,P098,1,538.79,2024-10-17
6059,C0290,P094,5,1565.39,2025-01-06
6060,C1159,P090,4,607.87,2024-09-24
6061,C4500,P090,1,607.87,2024-03-22
6062,C0640,P028,1,1599.27,2024-09-29
6063,C0708,P043,5,377.89,2024-10-02
6064,C0630,P019,3,1620.68,2024-04-29
6065,C3006,P040,2,1403.28,2024-12-22
6066,C0043,P066,1,540.06,2024-10-22
6067,C4052,P032,5,1718.58,2024-10-05
6068,C2073,P070,1,1614.34,2024-06-08
6069,C3378,P034,1,1576.36,2024-05-26
6070,C3670,P043,5,377.89,2024-03-16
6071,C4997,P065,1,1493.61,2024-09-22
6072,C2424,P041,3,1742.41,2024-07-24
6073,C0533,P046,5,1326.5,2024-04-10
6073,C0533,P027,1,969.1,2024-04-10
6074,C1234,P066,1,540.06,2024-07-06
6075,C1422,P044,5,1598.27,2025-01-09
6076,C1248,P005,4,1800.32,2024-04-15
6077,C1778,P082,1,1220.38,2025-02-17
6078,C0393,P053,3,452.77,2024-11-06
6079,C0479,P054,2,944.4,2025-01-28
6080,C2800,P068,4,383.14,2024-03-04
6081,C3667,P050,1,983.57,2024-06-18
6082,C4373,P028,4,1599.27,2024-06-25
6083,C0568,P073,2,1244.81,2024-10-10
6084,C3976,P083,2,420.26,2025-02-19
6084,C3976,P064,1,1837.04,2025-02-19
6085,C1524,P024,4,1321.14,2025-02-22
6086,C3450,P023,3,1092.82,2024-10-10
6086,C3450,P012,5,478.46,2024-10-10
6087,C1442,P056,3,1191.66,2024-11-24
6087,C1442,P059,3,522.61,2024-11-24
6088,C4049,P088,2,508.83,2024-12-28
6089,C4721,P070,2,1614.34,2024-12-29
6090,C1635,P032,5,1718.58,2024-04-21
6090,C1635,P075,4,739.57,2024-04-21
6091,C1614,P067,3,1609.69,2024-03-27
6091,C1614,P015,5,1282.78,2024-03-27
6092,C4816,P054,4,944.4,2024-08-02
6093,C2921,P053,4,452.77,2024-06-15
6093,C2921,P070,3,1614.34,2024-06-15
6094,C2090,P062,3,26.12,2024-07-19
6095,C0162,P088,2,508.83,2024-10-31
6096,C0345,P073,4,1244.81,2024-04-21
6096,C0345,P002,1,1129.61,2024-04-21
6097,C3027,P010,1,1349.93,2025-01-22
6097,C3027,P043,3,377.89,2025-01-22
6098,C1843,P052,2,1907.98,2024-03-19
6099,C2080,P053,5,452.77,2025-01-24
6100,C1146,P043,2,377.89,2024-05-18
6101,C0330,P008,1,45.7,2024-03-11
6102,C0500,P081,1,447.89,2024-06-01
6103,C2096,P071,3,1701.85,2024-03-13
6104,C2084,P032,2,1718.58,2024-05-31
6105,C2416,P044,1,1598.27,2024-06-08
6106,C3635,P070,2,1614.34,2024-09-29
6106,C3635,P015,1,1282.78,2024-09-29
6107,C0393,P022,4,1732.16,2024-06-05
6108,C1061,P032,5,1718.58,2024-07-31
6109,C3241,P024,5,1321.14,2024-05-28
6110,C0120,P074,3,750.04,2024-07-25
6111,C4009,P022,5,1732.16,2024-12-13
6112,C4988,P010,1,1349.93,2024-12-17
6113,C1450,P057,3,421.0,2025-02-02
6113,C1450,P071,1,1701.85,2025-02-02
6114,C2699,P068,1,383.14,2025-01-12
6115,C3275,P098,5,538.79,2024-11-15
6116,C4855,P008,1,45.7,2024-05-30
6116,C4855,P068,5,383.14,2024-05-30
6117,C2948,P057,1,421.0,2024-03-29
6118,C4352,P051,5,731.08,2024-10-30
6119,C4727,P025,4,317.62,2024-03-23
6119,C4727,P045,5,323.85,2024-03-23
6120,C0356,P002,1,1129.61,2024-11-11
6121,C0855,P002,1,1129.61,2025-02-18
6122,C0141,P029,3,1717.14,2024-12-07
6123,C1782,P027,4,969.1,2024-03-18
6124,C3869,P070,2,1614.34,2024-07-23
6124,C3869,P053,4,452.77,2024-07-23
6125,C0206,P054,3,944.4,2024-10-24
6126,C2049,P013,4,229.26,2024-12-27
6127,C3779,P074,4,750.04,2024-07-26
6128,C1253,P039,5,1722.52,2025-01-29
6128,C1253,P066,4,540.06,2025-01-29
6129,C0393,P083,1,420.26,2025-02-17
6130,C0796,P092,3,1282.1,2024-07-10
6131,C1754,P019,4,1620.68,2024-03-27
6131,C1754,P074,5,750.04,2024-03-27
6132,C0953,P041,3,1742.41,2024-05-28
6133,C0186,P046,4,1326.5,2024-05-04
6133,C0186,P065,1,1493.61,2024-05-04
6134,C1785,P045,5,323.85,2024-06-10
6134,C1785,P072,5,326.71,2024-06-10
6135,C1012,P015,2,1282.78,2024-10-23
6136,C2734,P073,2,1244.81,2024-05-30
6137,C4027,P024,5,1321.14,2024-11-26
6138,C1641,P011,4,949.57,2024-09-07
6139,C0253,P026,5,726.13,2024-11-23
6140,C2424,P074,1,750.04,2024-03-15
6140,C2424,P063,3,412.18,2024-03-15
6141,C0843,P081,2,447.89,2024-12-01
6141,C0843,P060,4,1738.41,2024-12-01
6142,C2247,P086,3,1024.19,2024-07-21
6143,C0294,P069,3,691.32,2024-03-10
6144,C3938,P010,4,1349.93,2025-02-21
6145,C0996,P042,5,1565.33,2025-01-25
6146,C1855,P061,2,1927.65,2025-02-14
6147,C2340,P050,3,983.57,2024-11-15
6147,C2340,P090,5,607.87,2024-11-15
6148,C3700,P024,5,1321.14,2024-11-19
6149,C0670,P053,1,452.77,2024-12-10
6149,C0670,P092,3,1282.1,2024-12-10
6150,C3984,P014,3,1042.76,2024-09-13
6150,C3984,P067,4,1609.69,2024-09-13
6151,C0782,P065,5,1493.61,2024-09-02
6152,C3961,P006,3,1620.52,2024-11-04
6153,C3341,P002,5,1129.61,2024-03-18
6153,C3341,P013,4,229.26,2024-03-18
6154,C0946,P010,2,1349.93,2024-05-13
6155,C0928,P030,5,1102.03,2025-02-05
6155,C0928,P095,1,405.92,2025-02-05
6156,C1959,P065,4,1493.61,2024-06-10
6157,C4378,P018,5,833.09,2024-04-12
6158,C1671,P041,2,1742.41,2024-05-16
6159,C1190,P003,3,1055.24,2024-06-11
6160,C0223,P033,4,1146.57,2024-10-03
6160,C0223,P050,1,983.57,2024-10-03
6161,C3467,P038,5,992.35,2024-06-04
6161,C3467,P054,3,944.4,2024-06-04
6162,C2385,P002,5,1129.61,2024-06-18
6162,C2385,P016,1,1859.7,2024-06-18
6163,C1757,P098,5,538.79,2024-10-19
6164,C0381,P051,4,731.08,2024-06-08
6165,C0107,P071,3,1701.85,2025-02-04
6165,C0107,P005,5,1800.32,2025-02-04
6166,C0815,P002,3,1129.61,2024-04-15
6167,C2937,P034,1,1576.36,2024-10-15
6167,C2937,P084,3,1190.45,2024-10-15
6168,C1146,P069,4,691.32,2024-08-17
6168,C1146,P002,1,1129.61,2024-08-17
6169,C0894,P057,1,421.0,2024-10-01
6170,C3966,P087,1,769.89,2024-09-14
6170,C3966,P039,1,1722.52,2024-09-14
6171,C4754,P052,2,1907.98,2024-03-14
6172,C0850,P085,4,96.51,2024-10-05
6173,C4658,P012,2,478.46,2024-07-07
6173,C4658,P082,2,1220.38,2024-07-07
6174,C0411,P089,1,1395.91,2024-05-25
6175,C4502,P022,3,1732.16,2024-04-10
6176,C1214,P023,2,1092.82,2024-08-05
6176,C1214,P005,3,1800.32,2024-08-05
6177,C0198,P005,2,1800.32,2024-10-24
6178,C3949,P054,1,944.4,2024-09-23
6178,C3949,P022,4,1732.16,2024-09-23
6179,C0425,P056,5,1191.66,2024-10-17
6179,C0425,P040,4,1403.28,2024-10-17
6180,C3959,P009,4,395.74,2024-06-02
6180,C3959,P065,5,1493.61,2024-06-02
6181,C3402,P085,3,96.51,2024-10-12
6181,C3402,P020,4,67.25,2024-10-12
6182,C3730,P029,2,1717.14,2024-10-13
6183,C2125,P098,1,538.79,2024-09-20
6184,C2297,P081,2,447.89,2025-01-21
6185,C1211,P022,4,1732.16,2024-04-15
6186,C0552,P039,3,1722.52,2024-06-12
6186,C0552,P059,4,522.61,2024-06-12
6187,C2091,P017,5,1345.32,2024-03-05
6188,C3667,P001,2,1466.83,2025-01-10
6189,C0585,P010,3,1349.93,2025-01-14
6190,C0234,P012,1,478.46,2024-04-09
6191,C0639,P012,1,478.46,2024-03-13
6192,C1719,P056,4,1191.66,2024-10-04
6192,C1719,P052,4,1907.98,2024-10-04
6193,C1967,P022,3,1732.16,2024-09-06
6193,C1967,P042,1,1565.33,2024-09-06
6194,C2966,P044,3,1598.27,2024-05-13
6195,C4737,P046,2,1326.5,2024-06-06
6196,C1360,P057,5,421.0,2024-06-26
6197,C2011,P026,5,726.13,2024-08-22
6198,C0916,P051,5,731.08,2025-01-29
6198,C0916,P092,1,1282.1,2025-01-29
6199,C3608,P057,3,421.0,2024-06-07
6200,C1552,P036,1,146.93,2024-05-19
6201,C2772,P100,4,670.06,2024-04-17
6202,C1425,P027,4,969.1,2025-01-28
6203,C1089,P036,1,146.93,2025-02-06
6204,C4658,P037,2,868.64,2024-07-12
6205,C0246,P065,3,1493.61,2024-12-23
6206,C2725,P068,5,383.14,2024-07-31
6207,C3843,P084,4,1190.45,2024-08-17
6208,C1231,P006,1,1620.52,2025-02-18
6209,C2977,P001,1,1466.83,2024-03-23
6209,C2977,P084,2,1190.45,2024-03-23
6210,C4643,P093,3,855.03,2024-06-16
6211,C1876,P072,5,326.71,2024-12-05
6212,C4809,P029,2,1717.14,2024-08-24
6212,C4809,P071,3,1701.85,2024-08-24
6213,C3080,P052,2,1907.98,2024-05-18
6213,C3080,P006,2,1620.52,2024-05-18
6214,C2945,P055,1,1533.96,2024-05-11
6215,C1362,P093,4,855.03,2024-06-02
6215,C1362,P065,1,1493.61,2024-06-02
6216,C3619,P065,1,1493.61,2024-03-06
6217,C4503,P062,4,26.12,2024-07-25
6217,C4503,P070,2,1614.34,2024-07-25
6218,C0074,P090,2,607.87,2025-02-15
6219,C4230,P010,4,1349.93,2025-01-10
6219,C4230,P055,1,1533.96,2025-01-10
6220,C1794,P080,5,1458.34,2024-06-21
6220,C1794,P055,1,1533.96,2024-06-21
6221,C1665,P060,5,1738.41,2024-07-16
6222,C2842,P012,1,478.46,2024-10-13
6223,C3879,P091,4,1617.44,2024-10-12
6224,C2615,P069,4,691.32,2024-09-30
6224,C2615,P001,3,1466.83,2024-09-30
6225,C0049,P027,3,969.1,2024-12-13
6226,C1334,P100,5,670.06,2024-03-06
6227,C4470,P011,2,949.57,2025-02-20
6228,C2470,P080,4,1458.34,2024-12-11
6229,C4441,P035,4,1842.55,2025-01-18
6229,C4441,P008,3,45.7,2025-01-18
6230,C0904,P056,4,1191.66,2024-11-04
6230,C0904,P078,4,28.99,2024-11-04
6231,C1757,P067,2,1609.69,2025-01-19
6232,C3458,P079,5,39.3,2025-01-25
6233,C3001,P057,2,421.0,2024-09-08
6234,C2527,P063,4,412.18,2024-08-09
6235,C2723,P052,4,1907.98,2024-09-14
6236,C3499,P062,3,26.12,2024-07-29
6236,C3499,P067,4,1609.69,2024-07-29
6237,C2534,P023,2,1092.82,2025-02-19
6238,C3459,P005,1,1800.32,2025-02-05
6239,C4221,P055,4,1533.96,2024-12-20
6239,C4221,P034,2,1576.36,2024-12-20
6240,C1382,P011,2,949.57,2024-08-27
6241,C0405,P066,2,540.06,2024-05-13
6242,C3494,P002,5,1129.61,2024-12-30
6243,C3077,P094,3,1565.39,2025-01-06
6243,C3077,P078,2,28.99,2025-01-06
6244,C3833,P008,3,45.7,2024-06-02
6245,C0842,P045,5,323.85,2024-07-15
6245,C0842,P089,4,1395.91,2024-07-15
6246,C2788,P022,2,1732.16,2024-08-11
6247,C1018,P086,2,1024.19,2024-05-19
6248,C1648,P086,1,1024.19,2025-01-12
6249,C1702,P097,1,1931.49,2024-04-23
6250,C3427,P001,4,1466.83,2024-10-22
6251,C1258,P024,5,1321.14,2024-11-17
6252,C4910,P080,5,1458.34,2024-06-16
6252,C4910,P032,4,1718.58,2024-06-16
6253,C3341,P080,1,1458.34,2024-12-17
6254,C4978,P073,5,1244.81,2024-06-13
6255,C0804,P060,5,1738.41,2024-11-16
6256,C4845,P017,2,1345.32,2024-12-14
6257,C4427,P015,4,1282.78,2024-11-13
6258,C2080,P004,2,87.13,2024-12-29
6259,C4159,P029,5,1717.14,2024-12-13
6259,C4159,P060,1,1738.41,2024-12-13
6260,C1949,P057,1,421.0,2025-02-02
6260,C1949,P072,4,326.71,2025-02-02
6261,C3549,P015,3,1282.78,2024-08-27
6261,C3549,P032,2,1718.58,2024-08-27
6262,C4300,P027,1,969.1,2024-06-15
6263,C1116,P080,3,1458.34,2024-04-13
6263,C1116,P041,5,1742.41,2024-04-13
6264,C3871,P039,1,1722.52,2024-06-04
6264,C3871,P020,5,67.25,2024-06-04
6265,C4372,P048,2,1339.54,2025-02-27
6265,C4372,P027,2,969.1,2025-02-27
6266,C2344,P025,3,317.62,2024-10-03
6267,C3903,P016,2,1859.7,2024-08-31
6268,C0423,P029,5,1717.14,2024-08-28
6269,C3815,P077,4,1818.48,2024-12-15
6269,C3815,P051,4,731.08,2024-12-15
6270,C2519,P024,3,1321.14,2024-08-15
6271,C3905,P022,1,1732.16,2024-09-20
6272,C1136,P074,1,750.04,2024-10-14
6272,C1136,P001,5,1466.83,2024-10-14
6273,C3858,P033,5,1146.57,2024-08-11
6274,C2002,P067,2,1609.69,2024-11-19
6275,C4645,P049,3,1409.71,2024-05-12
6276,C3704,P023,4,1092.82,2024-08-05
6277,C0221,P069,3,691.32,2024-08-05
6278,C0366,P023,5,1092.82,2024-10-09
6279,C3583,P003,1,1055.24,2024-06-19
6280,C1519,P061,2,1927.65,2024-12-29
6281,C1164,P078,5,28.99,2024-06-19
6282,C4135,P002,3,1129.61,2024-07-25
6283,C1896,P059,2,522.61,2024-09-28
6283,C1896,P045,3,323.85,2024-09-28
6284,C1788,P055,3,1533.96,2024-10-31
6285,C4829,P057,3,421.0,2024-08-06
6286,C4614,P093,5,855.03,2025-02-03
6287,C2081,P070,2,1614.34,2024-11-14
6287,C2081,P040,4,1403.28,2024-11-14
6288,C0485,P086,1,1024.19,2024-08-31
6288,C0485,P063,4,412.18,2024-08-31
6289,C4687,P001,2,1466.83,2024-08-25
6289,C4687,P052,2,1907.98,2024-08-25
6290,C1964,P078,5,28.99,2024-09-13
6290,C1964,P094,3,1565.39,2024-09-13
6291,C2100,P025,4,317.62,2024-12-21
6292,C0130,P014,1,1042.76,2024-10-11
6293,C3262,P052,2,1907.98,2024-03-08
6294,C1825,P068,2,383.14,2024-06-19
6295,C4296,P025,4,317.62,2024-04-07
6296,C0984,P020,4,67.25,2024-09-26
6297,C1274,P037,3,868.64,2024-09-23
6298,C1869,P070,2,1614.34,2024-03-25
6298,C1869,P043,4,377.89,2024-03-25
6299,C0571,P092,2,1282.1,2025-02-04
6300,C2973,P054,1,944.4,2024-03-30
6300,C2973,P065,5,1493.61,2024-03-30
6301,C1213,P059,4,522.61,2024-04-26
6301,C1213,P022,5,1732.16,2024-04-26
6302,C3478,P013,4,229.26,2024-11-12
6303,C2035,P073,5,1244.81,2024-09-01
6303,C2035,P088,5,508.83,2024-09-01
6304,C1074,P060,4,1738.41,2024-07-08
6305,C3278,P062,1,26.12,2024-04-12
6305,C3278,P074,2,750.04,2024-04-12
6306,C4500,P028,4,1599.27,2025-02-23
6307,C1934,P071,4,1701.85,2024-08-31
6308,C2200,P068,2,383.14,2024-12-31
6309,C2709,P075,3,739.57,2025-02-22
6309,C2709,P044,2,1598.27,2025-02-22
6310,C0824,P065,3,1493.61,2024-10-18
6311,C4367,P002,3,1129.61,2024-05-21
6312,C1716,P058,5,719.42,2024-11-20
6313,C2652,P093,4,855.03,2024-04-19
6314,C4068,P096,1,563.11,2024-06-04
6315,C1764,P082,3,1220.38,2025-02-13
6315,C1764,P064,4,1837.04,2025-02-13
6316,C0594,P033,3,1146.57,2024-10-14
6317,C1659,P030,3,1102.03,2024-10-29
6318,C4695,P095,5,405.92,2024-10-16
6319,C2983,P070,5,1614.34,2024-12-21
6319,C2983,P049,4,1409.71,2024-12-21
6320,C1411,P062,2,26.12,2024-09-03
6320,C1411,P026,1,726.13,2024-09-03
6321,C3814,P017,1,1345.32,2024-05-01
6321,C3814,P045,5,323.85,2024-05-01
6322,C1559,P053,1,452.77,2024-09-07
6322,C1559,P009,3,395.74,2024-09-07
6323,C0829,P019,2,1620.68,2024-09-26
6323,C0829,P053,2,452.77,2024-09-26
6324,C1748,P073,1,1244.81,2024-12-19
6325,C3264,P089,4,1395.91,2024-10-19
6326,C2808,P015,2,1282.78,2025-03-01
6327,C0600,P026,3,726.13,2024-03-19
6328,C4608,P081,1,447.89,2024-04-14
6328,C4608,P097,5,1931.49,2024-04-14
6329,C1305,P055,3,1533.96,2025-01-28
6330,C1578,P069,4,691.32,2025-02-28
6330,C1578,P003,1,1055.24,2025-02-28
6331,C1518,P089,4,1395.91,2024-07-29
6332,C2181,P038,2,992.35,2024-12-28
6332,C2181,P007,2,450.84,2024-12-28
6333,C1550,P056,4,1191.66,2025-01-29
6334,C3527,P072,5,326.71,2024-09-26
6334,C3527,P036,3,146.93,2024-09-26
6335,C3939,P084,4,1190.45,2024-12-25
6335,C3939,P099,2,1677.0,2024-12-25
6336,C0398,P060,1,1738.41,2024-10-17
6337,C2982,P051,1,731.08,2024-07-28
6337,C2982,P033,4,1146.57,2024-07-28
6338,C0906,P035,1,1842.55,2024-11-03
6338,C0906,P082,2,1220.38,2024-11-03
6339,C3732,P047,4,821.22,2025-02-10
6340,C0927,P074,2,750.04,2024-08-27
6341,C2603,P037,1,868.64,2024-04-21
6342,C2226,P080,4,1458.34,2024-08-09
6343,C3390,P025,4,317.62,2024-08-25
6343,C3390,P034,4,1576.36,2024-08-25
6344,C0309,P067,1,1609.69,2024-04-19
6345,C4090,P075,1,739.57,2024-10-28
6345,C4090,P074,3,750.04,2024-10-28
6346,C2889,P016,2,1859.7,2024-10-09
6347,C2052,P044,1,1598.27,2024-12-17
6348,C3357,P082,4,1220.38,2024-04-12
6349,C3139,P051,3,731.08,2024-07-21
6349,C3139,P027,4,969.1,2024-07-21
6350,C0560,P015,4,1282.78,2024-08-13
6351,C4429,P049,4,1409.71,2024-11-13
6351,C4429,P093,3,855.03,2024-11-13
6352,C4185,P014,3,1042.76,2024-10-22
6353,C1765,P071,5,1701.85,2024-08-20
6354,C1605,P008,2,45.7,2024-08-13
6354,C1605,P061,5,1927.65,2024-08-13
6355,C1453,P016,1,1859.7,2024-07-21
6355,C1453,P005,5,1800.32,2024-07-21
6356,C1220,P087,3,769.89,2024-03-17
6357,C1056,P003,4,1055.24,2024-08-13
6358,C0332,P067,1,1609.69,2024-11-09
6358,C0332,P058,2,719.42,2024-11-09
6359,C0254,P067,5,1609.69,2025-02-17
6360,C2317,P078,3,28.99,2024-10-11
6360,C2317,P031,1,264.41,2024-10-11
6361,C3432,P024,3,1321.14,2024-11-14
6362,C3428,P019,2,1620.68,2024-11-02
6363,C3633,P037,3,868.64,2024-10-22
6364,C3302,P098,1,538.79,2024-07-04
6365,C4124,P084,1,1190.45,2024-03-08
6366,C2874,P034,2,1576.36,2024-05-25
6367,C4030,P085,2,96.51,2024-11-26
6368,C4930,P036,2,146.93,2024-03-30
6369,C2903,P057,3,421.0,2024-12-29
6370,C0225,P052,3,1907.98,2025-02-28
6371,C0432,P091,5,1617.44,2025-02-23
6372,C3966,P078,5,28.99,2025-01-30
6373,C1753,P003,3,1055.24,2024-03-20
6374,C4776,P066,1,540.06,2025-02-11
6374,C4776,P056,3,1191.66,2025-02-11
6375,C2149,P016,5,1859.7,2025-02-16
6375,C2149,P022,3,1732.16,2025-02-16
6376,C4050,P003,3,1055.24,2024-09-22
6377,C3105,P090,2,607.87,2024-10-09
6377,C3105,P061,2,1927.65,2024-10-09
6378,C1252,P046,4,1326.5,2024-08-23
6379,C3980,P053,4,452.77,2024-03-21
6380,C1563,P077,3,1818.48,2024-06-21
6381,C4053,P036,1,146.93,2024-12-25
6381,C4053,P052,5,1907.98,2024-12-25
6382,C3010,P011,1,949.57,2024-06-09
6383,C4147,P053,3,452.77,2025-01-01
6384,C2300,P093,5,855.03,2024-05-29
6385,C0970,P098,5,538.79,2024-04-25
6385,C0970,P082,5,1220.38,2024-04-25
6386,C4242,P096,3,563.11,2024-10-08
6387,C0627,P045,2,323.85,2024-10-23
6388,C2279,P062,2,26.12,2024-12-11
6388,C2279,P054,2,944.4,2024-12-11
6389,C4262,P011,3,949.57,2024-12-09
6390,C1236,P090,3,607.87,2024-03-31
6391,C4334,P020,2,67.25,2024-12-06
6392,C3822,P042,2,1565.33,2025-01-26
6393,C1460,P046,3,1326.5,2024-11-19
6394,C1317,P041,4,1742.41,2024-12-31
6395,C0779,P091,4,1617.44,2024-05-09
6396,C4712,P063,1,412.18,2024-03-25
6397,C0746,P074,1,750.04,2024-04-01
6398,C1038,P092,5,1282.1,2024-08-13
6399,C4618,P018,1,833.09,2024-08-02
6400,C3857,P030,5,1102.03,2024-12-31
6400,C3857,P019,3,1620.68,2024-12-31
6401,C2319,P033,1,1146.57,2024-11-19
6401,C2319,P068,2,383.14,2024-11-19
6402,C1343,P024,2,1321.14,2024-03-19
6403,C3636,P041,2,1742.41,2024-12-25
6404,C1398,P081,2,447.89,2025-02-17
6405,C3180,P051,5,731.08,2024-06-10
6405,C3180,P077,3,1818.48,2024-06-10
6406,C4897,P042,3,1565.33,2024-03-02
6406,C4897,P002,2,1129.61,2024-03-02
6407,C1821,P032,2,1718.58,2024-03-15
6408,C3996,P001,2,1466.83,2024-07-11
6408,C3996,P056,5,1191.66,2024-07-11
6409,C1725,P054,5,944.4,2024-09-28
6410,C1216,P080,2,1458.34,2025-01-21
6411,C2589,P029,5,1717.14,2024-03-27
6411,C2589,P001,2,1466.83,2024-03-27
6412,C4583,P072,4,326.71,2024-03-30
6413,C3519,P046,1,1326.5,2025-01-09
6414,C4501,P020,5,67.25,2025-01-26
6415,C2888,P001,5,1466.83,2024-10-14
6416,C4526,P072,3,326.71,2024-08-01
6417,C1564,P009,5,395.74,2024-09-04
6418,C3271,P060,2,1738.41,2024-03-17
6419,C2042,P069,2,691.32,2025-01-21
6420,C2360,P063,1,412.18,2025-02-10
6421,C4746,P047,5,821.22,2025-02-08
6421,C4746,P010,1,1349.93,2025-02-08
6422,C0737,P048,4,1339.54,2024-07-19
6423,C3185,P036,3,146.93,2024-12-30
6424,C1405,P033,2,1146.57,2024-11-26
6425,C4777,P066,3,540.06,2024-05-05
6425,C4777,P006,5,1620.52,2024-05-05
6426,C1116,P099,5,1677.0,2025-01-13
6427,C4883,P024,4,1321.14,2025-01-18
6428,C3269,P001,2,1466.83,2024-09-28
6429,C0949,P010,3,1349.93,2024-03-04
6430,C0999,P092,1,1282.1,2024-07-02
6431,C2129,P057,3,421.0,2025-02-06
6432,C0032,P064,4,1837.04,2024-05-30
6433,C2314,P058,4,719.42,2024-05-18
6433,C2314,P087,4,769.89,2024-05-18
6434,C2598,P091,3,1617.44,2024-12-09
6435,C3187,P044,2,1598.27,2024-06-26
6435,C3187,P073,4,1244.81,2024-06-26
6436,C3181,P099,5,1677.0,2025-01-27
6437,C3231,P008,5,45.7,2024-08-24
6438,C1031,P041,2,1742.41,2024-12-02
6439,C3307,P085,1,96.51,2024-06-30
6440,C2991,P079,2,39.3,2024-04-05
6441,C2236,P077,2,1818.48,2024-04-15
6441,C2236,P063,4,412.18,2024-04-15
6442,C1081,P046,4,1326.5,2025-01-25
6443,C2455,P073,2,1244.81,2024-07-30
6444,C0583,P026,3,726.13,2025-01-12
6445,C2412,P004,5,87.13,2024-08-23
6445,C2412,P030,4,1102.03,2024-08-23
6446,C4042,P021,2,678.35,2025-01-07
6447,C1067,P058,2,719.42,2024-03-28
6448,C4383,P066,4,540.06,2024-08-04
6449,C3835,P089,3,1395.91,2024-06-19
6450,C3680,P050,5,983.57,2024-11-12
6451,C4335,P079,3,39.3,2024-06-27
6452,C1480,P051,1,731.08,2024-09-22
6452,C1480,P045,4,323.85,2024-09-22
6453,C1818,P018,3,833.09,2024-10-13
6453,C1818,P012,1,478.46,2024-10-13
6454,C3579,P062,5,26.12,2024-10-17
6455,C3486,P014,2,1042.76,2024-03-12
6455,C3486,P064,5,1837.04,2024-03-12
6456,C1998,P012,5,478.46,2024-12-14
6456,C1998,P100,3,670.06,2024-12-14
6457,C2867,P017,1,1345.32,2024-07-27
6457,C2867,P060,3,1738.41,2024-07-27
6458,C3924,P026,1,726.13,2024-11-22
6459,C0614,P030,2,1102.03,2024-12-07
6460,C3091,P069,2,691.32,2024-09-30
6460,C3091,P095,4,405.92,2024-09-30
6461,C3080,P052,5,1907.98,2024-07-24
6462,C4023,P032,1,1718.58,2025-02-07
6463,C2806,P003,3,1055.24,2024-08-02
6464,C3145,P021,3,678.35,2024-12-11
6465,C3791,P072,5,326.71,2024-04-10
6465,C3791,P099,2,1677.0,2024-04-10
6466,C0160,P071,3,1701.85,2024-07-21
6466,C0160,P075,5,739.57,2024-07-21
6467,C4475,P077,1,1818.48,2024-04-11
6468,C2999,P026,4,726.13,2024-09-05
6468,C2999,P073,3,1244.81,2024-09-05
6469,C0546,P039,5,1722.52,2024-03-04
6470,C0829,P084,5,1190.45,2024-07-19
6470,C0829,P006,1,1620.52,2024-07-19
6471,C1143,P059,3,522.61,2025-01-13
6472,C3554,P003,2,1055.24,2024-06-16
6472,C3554,P030,1,1102.03,2024-06-16
6473,C0798,P035,2,1842.55,2024-04-08
6474,C1209,P090,5,607.87,2025-01-25
6475,C4171,P020,5,67.25,2024-11-20
6475,C4171,P074,1,750.04,2024-11-20
6476,C1092,P056,3,1191.66,2024-05-09
6477,C2637,P023,4,1092.82,2024-10-06
6477,C2637,P078,5,28.99,2024-10-06
6478,C2298,P097,2,1931.49,2024-10-10
6479,C2633,P002,2,1129.61,2024-05-28
6480,C0135,P094,5,1565.39,2024-07-08
6480,C0135,P064,2,1837.04,2024-07-08
6481,C0527,P003,5,1055.24,2024-12-14
6482,C2895,P057,3,421.0,2024-11-23
6483,C3013,P061,5,1927.65,2024-04-09
6484,C1652,P041,2,1742.41,2024-04-08
6484,C1652,P093,2,855.03,2024-04-08
6485,C3548,P077,2,1818.48,2024-12-14
6486,C3044,P050,3,983.57,2024-04-14
6486,C3044,P079,1,39.3,2024-04-14
6487,C1291,P002,2,1129.61,2024-12-30
6488,C4382,P056,2,1191.66,2025-02-10
6489,C4521,P006,1,1620.52,2024-08-17
6490,C0283,P027,2,969.1,2024-05-21
6490,C0283,P055,1,1533.96,2024-05-21
6491,C3682,P076,5,1039.99,2025-02-16
6492,C0834,P085,1,96.51,2025-02-22
6493,C4934,P051,4,731.08,2025-03-01
6494,C4782,P050,1,983.57,2024-03-13
6494,C4782,P061,5,1927.65,2024-03-13
6495,C1655,P022,1,1732.16,2024-09-06
6496,C2596,P072,1,326.71,2024-04-11
6497,C1538,P097,2,1931.49,2024-05-19
6498,C4661,P031,3,264.41,2024-06-06
6498,C4661,P024,3,1321.14,2024-06-06
